1002.000,1.000,0.572,4193.000,1.000,0.220,5098.000,1.000,0.215,1316.000,1.000,0.209,1440.000,1.000,0.203
1014.000,1.000,0.570,1609.000,1.000,0.221,7441.000,1.000,0.210,5328.000,1.000,0.203,1843.000,1.000,0.203
1018.000,1.000,0.723,5520.000,1.000,0.195,6533.000,1.000,0.185,2265.000,1.000,0.181,4146.000,1.000,0.180
1022.000,1.000,0.605,3124.000,1.000,0.254,2265.000,1.000,0.246,5379.000,4.000,0.243,4193.000,1.000,0.237
1027.000,1.000,0.463,6533.000,1.000,0.346,5520.000,1.000,0.326,4146.000,1.000,0.321,1609.000,1.000,0.317
1030.000,1.000,0.553,2264.000,1.000,0.123,1877.000,1.000,0.123,3793.000,4.000,0.118,7365.000,1.000,0.104
1035.000,1.000,0.761,1074.000,1.000,0.292,3853.000,1.000,0.259,3367.000,1.000,0.247,5520.000,1.000,0.235
1036.000,1.000,0.912,1316.000,1.000,0.367,1682.000,1.000,0.345,4193.000,1.000,0.320,4517.000,1.000,0.304
1058.000,1.000,0.562,4193.000,1.000,0.235,1682.000,1.000,0.232,1036.000,1.000,0.227,6876.000,1.000,0.222
1059.000,1.000,0.542,1609.000,1.000,0.261,1682.000,1.000,0.250,4193.000,1.000,0.246,7441.000,1.000,0.243
1060.000,1.000,0.416,1682.000,1.000,0.258,1316.000,1.000,0.247,7441.000,1.000,0.246,4193.000,1.000,0.237
1073.000,1.000,0.291,7441.000,1.000,0.210,1843.000,1.000,0.181,4924.000,1.000,0.180,6876.000,1.000,0.175
1074.000,1.000,0.825,1682.000,1.000,0.252,4496.000,1.000,0.241,6533.000,1.000,0.217,5520.000,1.000,0.215
1076.000,1.000,0.540,1609.000,1.000,0.388,6301.000,1.000,0.385,4193.000,1.000,0.382,3617.000,1.000,0.369
1107.000,1.000,0.457,1609.000,1.000,0.224,7441.000,1.000,0.222,1076.000,1.000,0.212,2265.000,1.000,0.212
